Movie_Title,YR_Released,Rating,Num_Reviews,Movie_ID,Record,Runtime
Thalapathi,1991,8.3,5345,tt0101649,Top 250 Indian Movies,157
Khosla Ka Ghosla!,2006,8.3,15885,tt0466460,Top 250 Indian Movies,135
A Wednesday,2008,8.3,52485,tt1280558,Top 250 Indian Movies,104
Thani Oruvan,2015,8.2,9125,tt4987556,Top 250 Indian Movies,160
Rang De Basanti,2006,8.2,81926,tt0405508,Top 250 Indian Movies,157
Baahubali 2: The Conclusion,2017,8.2,44552,tt4849438,Top 250 Indian Movies,167
Drishyam,2015,8.2,40777,tt4430212,Top 250 Indian Movies,163
Sholay,1975,8.2,39435,tt0073707,Top 250 Indian Movies,162
Talvar,2015,8.2,18674,tt4934950,Top 250 Indian Movies,132
Hera Pheri,2000,8.2,40006,tt0242519,Top 250 Indian Movies,156
Munna Bhai M.B.B.S.,2003,8.2,52544,tt0374887,Top 250 Indian Movies,156
Andaz Apna Apna,1994,8.2,39674,tt0109117,Top 250 Indian Movies,160
Paan Singh Tomar,2012,8.2,25363,tt1620933,Top 250 Indian Movies,135
Queen,2013,8.2,47238,tt3322420,Top 250 Indian Movies,146
Black,2005,8.2,27012,tt0375611,Top 250 Indian Movies,122
Jo Jeeta Wohi Sikandar,1992,8.2,16275,tt0104561,Top 250 Indian Movies,174
Gangs of Wasseypur,2012,8.2,54250,tt1954470,Top 250 Indian Movies,320
Swades,2004,8.2,65039,tt0367110,Top 250 Indian Movies,189
OMG: Oh My God!,2012,8.2,35236,tt2283748,Top 250 Indian Movies,125
Shahid,2012,8.2,8820,tt2181831,Top 250 Indian Movies,129
Bhaag Milkha Bhaag,2013,8.2,46853,tt2356180,Top 250 Indian Movies,186
Apur Sansar,1959,8.2,8047,tt0052572,Top 250 Indian Movies,105
Udaan,2010,8.1,34566,tt1639426,Top 250 Indian Movies,134
Chak de! India,2007,8.1,56457,tt0871510,Top 250 Indian Movies,153
Jigarthanda,2014,8.1,6084,tt3569782,Top 250 Indian Movies,171
Kahaani,2012,8.1,44437,tt1821480,Top 250 Indian Movies,122
Satya,1998,8.1,9431,tt0195231,Top 250 Indian Movies,170
Pink,2016,8.1,23504,tt5571734,Top 250 Indian Movies,136
Dil Chahta Hai,2001,8.1,53681,tt0292490,Top 250 Indian Movies,183
Aparajito,1956,8.1,7870,tt0048956,Top 250 Indian Movies,110
Premam,2015,8.1,9055,tt4679210,Top 250 Indian Movies,156
Lagaan: Once Upon a Time in India,2001,8.1,81323,tt0169102,Top 250 Indian Movies,224
PK,2014,8.1,106375,tt2338151,Top 250 Indian Movies,153
Ustad Hotel,2012,8.1,5981,tt2218988,Top 250 Indian Movies,151
Roja,1992,8.1,7657,tt0105271,Top 250 Indian Movies,137
Sarfarosh,1999,8.1,18901,tt0200087,Top 250 Indian Movies,174
Iqbal,2005,8.1,11861,tt0453729,Top 250 Indian Movies,132
Maqbool,2003,8.1,6052,tt0379370,Top 250 Indian Movies,132
Bangalore Days,2014,8.1,8738,tt3668162,Top 250 Indian Movies,171
Sairat,2016,8.1,5762,tt5312232,Top 250 Indian Movies,174
Omkara,2006,8.1,14648,tt0488414,Top 250 Indian Movies,155
Lage Raho Munna Bhai,2006,8.1,32370,tt0456144,Top 250 Indian Movies,144
Zindagi Na Milegi Dobara,2011,8.1,49380,tt1562872,Top 250 Indian Movies,155
Baasha,1995,8.1,5355,tt0139876,Top 250 Indian Movies,145
Bommarillu,2006,8.1,5142,tt0843326,Top 250 Indian Movies,170
Dilwale Dulhania Le Jayenge,1995,8.1,50195,tt0112870,Top 250 Indian Movies,181
Barfi!,2012,8,60479,tt2082197,Top 250 Indian Movies,151
Ugly,2013,8,12837,tt2882328,Top 250 Indian Movies,128
The Legend of Bhagat Singh,2002,8,10428,tt0319736,Top 250 Indian Movies,155
Deewaar,1975,8,7379,tt0072860,Top 250 Indian Movies,174
Anniyan,2005,8,8719,tt0376127,Top 250 Indian Movies,157
Haider,2014,8,40976,tt3390572,Top 250 Indian Movies,160
Mother India,1957,8,6356,tt0050188,Top 250 Indian Movies,172
Masaan,2015,8,12781,tt4635372,Top 250 Indian Movies,109
Dev.D,2009,8,22904,tt1327035,Top 250 Indian Movies,144
Gulaal,2009,8,10391,tt1261047,Top 250 Indian Movies,140
Athadu,2005,8,7498,tt0471571,Top 250 Indian Movies,172
Bombay,1995,8,7987,tt0112553,Top 250 Indian Movies,130
Lucia,2013,8,9188,tt2358592,Top 250 Indian Movies,135
Company,2002,8,11095,tt0296574,Top 250 Indian Movies,155
Special 26,2013,8,38549,tt2377938,Top 250 Indian Movies,144
Indian,1996,7.9,6932,tt0116630,Top 250 Indian Movies,185
Jab We Met,2007,7.9,35432,tt1093370,Top 250 Indian Movies,138
Manjhi: The Mountain Man,2015,7.9,13425,tt3449292,Top 250 Indian Movies,120
Vaastav: The Reality,1999,7.9,8876,tt0220832,Top 250 Indian Movies,145
Airlift,2016,7.9,40696,tt4387040,Top 250 Indian Movies,130
Bajrangi Bhaijaan,2015,7.9,51459,tt3863552,Top 250 Indian Movies,163
Ankhon Dekhi,2013,7.9,6217,tt3614516,Top 250 Indian Movies,107
Bahubali: The Beginning,2015,7.9,78738,tt2631186,Top 250 Indian Movies,159
Kal Ho Naa Ho,2003,7.9,50336,tt0347304,Top 250 Indian Movies,186
Hey Ram,2000,7.9,8501,tt0222012,Top 250 Indian Movies,186
Baby,2015,7.9,42040,tt3848892,Top 250 Indian Movies,159
Ab Tak Chhappan,2004,7.8,5455,tt0402014,Top 250 Indian Movies,129
Lakshya,2004,7.8,14498,tt0323013,Top 250 Indian Movies,186
Johnny Gaddaar,2007,7.8,8482,tt1077248,Top 250 Indian Movies,135
My Name Is Khan,2010,7.8,79420,tt1188996,Top 250 Indian Movies,165
Gangaajal,2003,7.8,11200,tt0373856,Top 250 Indian Movies,157
English Vinglish,2012,7.8,25218,tt2181931,Top 250 Indian Movies,134
Vaaranam Aayiram,2008,7.8,5109,tt1180583,Top 250 Indian Movies,169
Border,1997,7.8,9058,tt0118751,Top 250 Indian Movies,176
Manam,2014,7.8,7042,tt2926068,Top 250 Indian Movies,163
Hindi Medium,2017,7.8,5157,tt5764096,Top 250 Indian Movies,132
Rock On!!,2008,7.8,16778,tt1230165,Top 250 Indian Movies,145
Okkadu,2003,7.8,5520,tt0366840,Top 250 Indian Movies,170
Don,1978,7.8,7905,tt0077451,Top 250 Indian Movies,166
Mr. India,1987,7.8,9260,tt0093578,Top 250 Indian Movies,179
Oye Lucky! Lucky Oye!,2008,7.8,12415,tt1292703,Top 250 Indian Movies,125
RangiTaranga,2015,7.8,10028,tt4432480,Top 250 Indian Movies,149
The Lunchbox,2013,7.8,35891,tt2350496,Top 250 Indian Movies,104
Udta Punjab,2016,7.8,17700,tt4434004,Top 250 Indian Movies,148
Vicky Donor,2012,7.8,30449,tt2317337,Top 250 Indian Movies,126
Nayak: The Real Hero,2001,7.7,8714,tt0291376,Top 250 Indian Movies,187
Kapoor & Sons,2016,7.7,15156,tt4900716,Top 250 Indian Movies,132
Samsara,2001,7.7,6381,tt0196069,Top 250 Indian Movies,138
Guru,2007,7.7,16925,tt0499375,Top 250 Indian Movies,166
Earth,1998,7.7,6218,tt0150433,Top 250 Indian Movies,110
Aamir,2008,7.7,8218,tt1241195,Top 250 Indian Movies,99
Eega,2012,7.7,15539,tt2258337,Top 250 Indian Movies,145
Agneepath,1990,7.7,6166,tt0098999,Top 250 Indian Movies,174
Veer-Zaara,2004,7.7,39189,tt0420332,Top 250 Indian Movies,192
Pokiri,2006,7.7,8584,tt0816258,Top 250 Indian Movies,164
Pyaar Ka Punchnama,2011,7.7,14279,tt1926313,Top 250 Indian Movies,149
Neerja,2016,7.7,14134,tt5286444,Top 250 Indian Movies,122
Sarkar,2005,7.7,12078,tt0432047,Top 250 Indian Movies,124
Madras Cafe,2013,7.7,17994,tt2855648,Top 250 Indian Movies,130
Kabhi Haan Kabhi Naa,1994,7.6,13840,tt0110222,Top 250 Indian Movies,158
Darr,1993,7.6,17709,tt0109555,Top 250 Indian Movies,178
Bheja Fry,2007,7.6,8484,tt1014672,Top 250 Indian Movies,95
Tanu Weds Manu Returns,2015,7.6,20252,tt2140465,Top 250 Indian Movies,128
Kuch Kuch Hota Hai,1998,7.6,37136,tt0172684,Top 250 Indian Movies,177
Kai po che!,2013,7.6,21496,tt2213054,Top 250 Indian Movies,120
M.S. Dhoni: The Untold Story,2016,7.6,22285,tt4169250,Top 250 Indian Movies,184
The Ghazi Attack,2017,7.6,5250,tt6299040,Top 250 Indian Movies,116
24,2016,7.6,11650,tt4981966,Top 250 Indian Movies,164
Baazigar,1993,7.6,19954,tt0106333,Top 250 Indian Movies,175
Detective Byomkesh Bakshy!,2015,7.6,11896,tt3447364,Top 250 Indian Movies,139
Jodhaa Akbar,2008,7.6,22916,tt0449994,Top 250 Indian Movies,213
Wake Up Sid,2009,7.6,21004,tt1324059,Top 250 Indian Movies,138
Highway,2014,7.6,19663,tt2980794,Top 250 Indian Movies,133
Aankhen,2002,7.6,9160,tt0306434,Top 250 Indian Movies,165
Magadheera,2009,7.6,12237,tt1447500,Top 250 Indian Movies,147
Delhi Belly,2011,7.6,20676,tt1934231,Top 250 Indian Movies,103
Piku,2015,7.6,19646,tt3767372,Top 250 Indian Movies,123
Rockstar,2011,7.6,29173,tt1839596,Top 250 Indian Movies,159
Qayamat Se Qayamat Tak,1988,7.5,7875,tt0095936,Top 250 Indian Movies,162
Dil Se..,1998,7.5,21520,tt0164538,Top 250 Indian Movies,163
Saala Khadoos,2016,7.5,7281,tt5310090,Top 250 Indian Movies,109
Socha Na Tha,2005,7.5,5681,tt0451919,Top 250 Indian Movies,137
Devdas,2002,7.5,29322,tt0238936,Top 250 Indian Movies,185
Hum Aapke Hain Koun...!,1994,7.5,14093,tt0110076,Top 250 Indian Movies,206
Khakee,2004,7.5,11919,tt0347332,Top 250 Indian Movies,174
Hum Dil De Chuke Sanam,1999,7.5,12845,tt0150992,Top 250 Indian Movies,188
Kaththi,2014,7.5,12233,tt3801314,Top 250 Indian Movies,166
Raanjhanaa,2013,7.5,23131,tt2359810,Top 250 Indian Movies,140
Hungama,2003,7.5,8417,tt0371735,Top 250 Indian Movies,153
Rangeela,1995,7.5,6627,tt0114234,Top 250 Indian Movies,142
Ghilli,2004,7.5,5673,tt0422320,Top 250 Indian Movies,160
1 - Nenokkadine,2014,7.5,37022,tt2375559,Top 250 Indian Movies,170
Rocket Singh: Salesman of the Year,2009,7.5,13281,tt1434447,Top 250 Indian Movies,150
Jaane Tu... Ya Jaane Na,2008,7.5,20323,tt0473367,Top 250 Indian Movies,155
Madaari,2016,7.5,8350,tt5713232,Top 250 Indian Movies,133
Peepli (Live),2010,7.5,9575,tt1447508,Top 250 Indian Movies,95
Thuppakki,2012,7.5,17804,tt2187153,Top 250 Indian Movies,165
Dum Laga Ke Haisha,2015,7.4,11334,tt3495030,Top 250 Indian Movies,110
Ghajini,2005,7.4,7977,tt0449951,Top 250 Indian Movies,175
Dear Zindagi,2016,7.4,24513,tt5946128,Top 250 Indian Movies,151
Mankatha,2011,7.4,10013,tt1705772,Top 250 Indian Movies,155
Baghban,2003,7.4,10980,tt0337578,Top 250 Indian Movies,181
Yuva,2004,7.4,6555,tt0382383,Top 250 Indian Movies,161
Badlapur,2015,7.4,15635,tt3678782,Top 250 Indian Movies,128
Guzaarish,2010,7.4,12960,tt1438298,Top 250 Indian Movies,126
Khiladi,1992,7.4,5693,tt0104605,Top 250 Indian Movies,157
Chachi 420,1997,7.4,9287,tt0233422,Top 250 Indian Movies,155
Kaminey,2009,7.4,13657,tt1274295,Top 250 Indian Movies,130
Kabhi Khushi Kabhie Gham...,2001,7.4,33981,tt0248126,Top 250 Indian Movies,210
Sivaji,2007,7.4,12465,tt0479751,Top 250 Indian Movies,188
Once Upon a Time in Mumbaai,2010,7.4,12162,tt1395054,Top 250 Indian Movies,134
Maine Pyar Kiya,1989,7.4,7918,tt0100095,Top 250 Indian Movies,192
Monsoon Wedding,2001,7.4,20632,tt0265343,Top 250 Indian Movies,114
Life in a Metro,2007,7.4,8275,tt0800956,Top 250 Indian Movies,132
Page 3,2005,7.4,5453,tt0443708,Top 250 Indian Movies,139
Jolly LLB,2013,7.4,10738,tt2621000,Top 250 Indian Movies,135
Ghulam,1998,7.4,8517,tt0190419,Top 250 Indian Movies,162
Ishqiya,2010,7.4,7762,tt1345777,Top 250 Indian Movies,118
Khaleja,2010,7.3,5781,tt1582519,Top 250 Indian Movies,170
Golmaal: Fun Unlimited,2006,7.3,9632,tt0495034,Top 250 Indian Movies,150
Lootera,2013,7.3,11485,tt2224317,Top 250 Indian Movies,136
Mardaani,2014,7.3,7968,tt3495000,Top 250 Indian Movies,113
Raman Raghav 2.0,2016,7.3,7131,tt5662932,Top 250 Indian Movies,133
Parineeta,2005,7.3,7144,tt0437407,Top 250 Indian Movies,130
Shaitan,2011,7.3,6355,tt1836912,Top 250 Indian Movies,121
Ghajini,2008,7.3,43348,tt1166100,Top 250 Indian Movies,183
Srimanthudu,2015,7.3,7128,tt4727512,Top 250 Indian Movies,158
Band Baaja Baaraat,2010,7.3,10515,tt1610452,Top 250 Indian Movies,139
Holiday,2014,7.3,19366,tt2556308,Top 250 Indian Movies,170
Pyaar Ka Punchnama 2,2015,7.3,10154,tt4430136,Top 250 Indian Movies,137
Bhool Bhulaiyaa,2007,7.3,14616,tt0995031,Top 250 Indian Movies,159
Dookudu,2011,7.3,10280,tt1756476,Top 250 Indian Movies,170
Shanghai,2012,7.3,7973,tt2072227,Top 250 Indian Movies,120
Namastey London,2007,7.2,16655,tt0795434,Top 250 Indian Movies,128
Taxi No. 9 2 11: Nau Do Gyarah,2006,7.2,6497,tt0476884,Top 250 Indian Movies,116
Tere Bin Laden,2010,7.2,8423,tt1629391,Top 250 Indian Movies,95
No One Killed Jessica,2011,7.2,8397,tt1734110,Top 250 Indian Movies,136
Jolly LLB 2,2017,7.2,12047,tt5982852,Top 250 Indian Movies,137
Te3n,2016,7.2,7566,tt4814290,Top 250 Indian Movies,136
D-Day,2013,7.2,7071,tt2385104,Top 250 Indian Movies,153
Nanban,2012,7.2,9048,tt2180477,Top 250 Indian Movies,188
Ayan,2009,7.2,5927,tt1355546,Top 250 Indian Movies,162
Nannaku Prematho,2016,7.2,6238,tt5098128,Top 250 Indian Movies,168
Uppi 2,2015,7.2,7288,tt4833824,Top 250 Indian Movies,135
Paa,2009,7.2,8864,tt1532957,Top 250 Indian Movies,133
Talaash,2012,7.2,31726,tt1787988,Top 250 Indian Movies,140
Mohra,1994,7.2,5779,tt0110546,Top 250 Indian Movies,177
Nh10,2015,7.2,9353,tt3742284,Top 250 Indian Movies,115
Fanaa,2006,7.2,24918,tt0439662,Top 250 Indian Movies,168
i,2015,7.2,14659,tt2302966,Top 250 Indian Movies,188
Don,2006,7.2,27571,tt0461936,Top 250 Indian Movies,171
Gunda,1998,7.2,8402,tt0497915,Top 250 Indian Movies,129
Dedh Ishqiya,2014,7.1,5751,tt2675978,Top 250 Indian Movies,152
Bajirao Mastani,2015,7.1,22453,tt3735246,Top 250 Indian Movies,158
Gadar: Ek Prem Katha,2001,7.1,7257,tt0284137,Top 250 Indian Movies,170
Gabbar is Back,2015,7.1,18122,tt2424988,Top 250 Indian Movies,128
Raajneeti,2010,7.1,12876,tt1291465,Top 250 Indian Movies,163
Wazir,2016,7.1,12982,tt0315642,Top 250 Indian Movies,103
Yennai Arindhaal,2015,7.1,5928,tt4258292,Top 250 Indian Movies,168
Dasavatharam,2008,7.1,6678,tt0479651,Top 250 Indian Movies,189
Tamasha,2015,7.1,15341,tt3148502,Top 250 Indian Movies,139
Shootout at Lokhandwala,2007,7.1,6955,tt0811066,Top 250 Indian Movies,122
Dhobi Ghat,2010,7.1,10181,tt1433810,Top 250 Indian Movies,100
Dhamaal,2007,7.1,8098,tt0845448,Top 250 Indian Movies,136
Race Gurram,2014,7.1,6155,tt3142764,Top 250 Indian Movies,163
Luck by Chance,2009,7.1,7867,tt0886539,Top 250 Indian Movies,156
Koi... Mil Gaya,2003,7.1,15535,tt0254481,Top 250 Indian Movies,171
Atharintiki Daaredi,2013,7.1,6706,tt3042926,Top 250 Indian Movies,170
Rab Ne Bana Di Jodi,2008,7.1,34763,tt1182937,Top 250 Indian Movies,167
Table No. 21,2013,7.1,8489,tt2229842,Top 250 Indian Movies,108
Sanam Teri Kasam,2016,7.1,6034,tt5255710,Top 250 Indian Movies,154
The Great Father,2017,7.1,5135,tt5996836,Top 250 Indian Movies,151
Chaar Sahibzaade,2014,7.1,7214,tt4168188,Top 250 Indian Movies,135
Hum Tum,2004,7.1,10795,tt0378072,Top 250 Indian Movies,142
Tere Naam,2003,7.1,12333,tt0374271,Top 250 Indian Movies,132
Pokkiri,2007,7.1,6388,tt1451409,Top 250 Indian Movies,161
Mohabbatein,2000,7.1,21241,tt0213890,Top 250 Indian Movies,216
Dil To Pagal Hai,1997,7.1,16489,tt0118983,Top 250 Indian Movies,179
Sultan,2016,7,27094,tt4832640,Top 250 Indian Movies,170
Rustom,2016,7,15030,tt5165344,Top 250 Indian Movies,148
Pardes,1997,7,10809,tt0119861,Top 250 Indian Movies,191
Karthik Calling Karthik,2010,7,7790,tt1373156,Top 250 Indian Movies,135
Waqt: The Race Against Time,2005,7,8001,tt0390614,Top 250 Indian Movies,153
Raju Ban Gaya Gentleman,1992,7,5917,tt0173102,Top 250 Indian Movies,152
Kaabil,2017,7,18789,tt5460276,Top 250 Indian Movies,139
Business Man,2012,7,7216,tt2071613,Top 250 Indian Movies,133
Saathiya,2002,7,5508,tt0330843,Top 250 Indian Movies,138
Fashion,2008,7,9801,tt0964516,Top 250 Indian Movies,167
Main Hoon Na,2004,6.9,25745,tt0347473,Top 250 Indian Movies,179
2 States,2014,6.9,19641,tt2372678,Top 250 Indian Movies,149
Don 2,2011,6.9,42472,tt1285241,Top 250 Indian Movies,148
Yeh Jawaani Hai Deewani,2013,6.9,29111,tt2178470,Top 250 Indian Movies,160
The Shawshank Redemption,1994,9.2,1829037,tt0111161,Top 250 Movies,142
The Godfather,1972,9.2,1249333,tt0068646,Top 250 Movies,175
The Godfather: Part II,1974,9,860228,tt0071562,Top 250 Movies,202
The Dark Knight,2008,9,1808543,tt0468569,Top 250 Movies,152
12 Angry Men,1957,8.9,497242,tt0050083,Top 250 Movies,96
Schindler's List,1993,8.9,939136,tt0108052,Top 250 Movies,195
Pulp Fiction,1994,8.9,1432193,tt0110912,Top 250 Movies,154
The Lord of the Rings: The Return of the King,2003,8.9,1311271,tt0167260,Top 250 Movies,201
"The Good, the Bad and the Ugly",1966,8.8,542876,tt0060196,Top 250 Movies,178
Fight Club,1999,8.8,1465931,tt0137523,Top 250 Movies,139
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,1332276,tt0120737,Top 250 Movies,178
Forrest Gump,1994,8.7,1375185,tt0109830,Top 250 Movies,142
Star Wars: Episode V - The Empire Strikes Back,1980,8.7,914145,tt0080684,Top 250 Movies,124
Inception,2010,8.7,1599451,tt1375666,Top 250 Movies,148
The Lord of the Rings: The Two Towers,2002,8.7,1188529,tt0167261,Top 250 Movies,179
One Flew Over the Cuckoo's Nest,1975,8.7,732419,tt0073486,Top 250 Movies,133
Goodfellas,1990,8.7,788904,tt0099685,Top 250 Movies,146
The Matrix,1999,8.7,1317661,tt0133093,Top 250 Movies,136
Seven Samurai,1954,8.6,247274,tt0047478,Top 250 Movies,207
Star Wars: Episode IV - A New Hope,1977,8.6,987025,tt0076759,Top 250 Movies,121
City of God,2002,8.6,572240,tt0317248,Top 250 Movies,130
Se7en,1995,8.6,1114183,tt0114369,Top 250 Movies,127
The Silence of the Lambs,1991,8.6,971560,tt0102926,Top 250 Movies,118
It's a Wonderful Life,1946,8.6,302427,tt0038650,Top 250 Movies,130
Life Is Beautiful,1997,8.6,465522,tt0118799,Top 250 Movies,116
The Usual Suspects,1995,8.6,801119,tt0114814,Top 250 Movies,106
Léon: The Professional,1994,8.5,791000,tt0110413,Top 250 Movies,110
Saving Private Ryan,1998,8.5,960846,tt0120815,Top 250 Movies,169
Spirited Away,2001,8.5,465285,tt0245429,Top 250 Movies,125
Once Upon a Time in the West,1968,8.5,235065,tt0064116,Top 250 Movies,164
American History X,1998,8.5,843817,tt0120586,Top 250 Movies,119
Interstellar,2014,8.5,1064083,tt0816692,Top 250 Movies,169
Psycho,1960,8.5,460216,tt0054215,Top 250 Movies,109
Casablanca,1942,8.5,417396,tt0034583,Top 250 Movies,102
City Lights,1931,8.5,120458,tt0021749,Top 250 Movies,87
The Green Mile,1999,8.5,862500,tt0120689,Top 250 Movies,189
The Intouchables,2011,8.5,565320,tt1675434,Top 250 Movies,112
Modern Times,1936,8.5,158806,tt0027977,Top 250 Movies,87
Raiders of the Lost Ark,1981,8.5,712084,tt0082971,Top 250 Movies,115
Rear Window,1954,8.5,343628,tt0047396,Top 250 Movies,112
The Pianist,2002,8.5,547499,tt0253474,Top 250 Movies,150
The Departed,2006,8.5,946303,tt0407887,Top 250 Movies,151
Terminator 2: Judgment Day,1991,8.5,800716,tt0103064,Top 250 Movies,137
Back to the Future,1985,8.5,801488,tt0088763,Top 250 Movies,116
Whiplash,2014,8.5,486954,tt2582802,Top 250 Movies,107
Gladiator,2000,8.5,1063774,tt0172495,Top 250 Movies,155
Memento,2000,8.5,912240,tt0209144,Top 250 Movies,113
The Prestige,2006,8.5,923330,tt0482571,Top 250 Movies,130
The Lion King,1994,8.5,708441,tt0110357,Top 250 Movies,88
Apocalypse Now,1979,8.5,483851,tt0078788,Top 250 Movies,153
Alien,1979,8.4,620941,tt0078748,Top 250 Movies,117
Sunset Blvd.,1950,8.4,152174,tt0043014,Top 250 Movies,110
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,368325,tt0057012,Top 250 Movies,95
The Great Dictator,1940,8.4,151920,tt0032553,Top 250 Movies,125
Cinema Paradiso,1988,8.4,168048,tt0095765,Top 250 Movies,155
The Lives of Others,2006,8.4,280843,tt0405094,Top 250 Movies,137
Grave of the Fireflies,1988,8.4,156822,tt0095327,Top 250 Movies,89
Paths of Glory,1957,8.4,132377,tt0050825,Top 250 Movies,88
Django Unchained,2012,8.4,1050274,tt1853728,Top 250 Movies,165
The Shining,1980,8.4,667165,tt0081505,Top 250 Movies,146
WALL·E,2008,8.4,785336,tt0910970,Top 250 Movies,98
American Beauty,1999,8.4,885215,tt0169547,Top 250 Movies,122
The Dark Knight Rises,2012,8.4,1233870,tt1345836,Top 250 Movies,164
Princess Mononoke,1997,8.4,246530,tt0119698,Top 250 Movies,134
Aliens,1986,8.4,530993,tt0090605,Top 250 Movies,137
Oldeuboi,2003,8.4,391591,tt0364569,Top 250 Movies,120
Once Upon a Time in America,1984,8.4,239897,tt0087843,Top 250 Movies,229
Witness for the Prosecution,1957,8.4,71949,tt0051201,Top 250 Movies,116
Das Boot,1981,8.3,181244,tt0082096,Top 250 Movies,149
Citizen Kane,1941,8.3,319955,tt0033467,Top 250 Movies,119
Dangal,2016,8.3,58590,tt5074352,Top 250 Movies,161
North by Northwest,1959,8.3,236685,tt0053125,Top 250 Movies,136
Vertigo,1958,8.3,272686,tt0052357,Top 250 Movies,128
Star Wars: Episode VI - Return of the Jedi,1983,8.3,749019,tt0086190,Top 250 Movies,131
Reservoir Dogs,1992,8.3,722451,tt0105236,Top 250 Movies,99
Braveheart,1995,8.3,794837,tt0112573,Top 250 Movies,178
M,1931,8.3,108068,tt0022100,Top 250 Movies,99
Requiem for a Dream,2000,8.3,619247,tt0180093,Top 250 Movies,102
Amélie,2001,8.3,577261,tt0211915,Top 250 Movies,122
Taare Zameen Par,2007,8.3,105481,tt0986264,Top 250 Movies,165
A Clockwork Orange,1971,8.3,604786,tt0066921,Top 250 Movies,136
Lawrence of Arabia,1962,8.3,209044,tt0056172,Top 250 Movies,216
Taxi Driver,1976,8.3,552785,tt0075314,Top 250 Movies,113
Double Indemnity,1944,8.3,107207,tt0036775,Top 250 Movies,107
Eternal Sunshine of the Spotless Mind,2004,8.3,723762,tt0338013,Top 250 Movies,108
Amadeus,1984,8.3,293717,tt0086879,Top 250 Movies,160
To Kill a Mockingbird,1962,8.3,234667,tt0056592,Top 250 Movies,129
Toy Story 3,2010,8.3,592883,tt0435761,Top 250 Movies,103
Full Metal Jacket,1987,8.3,527935,tt0093058,Top 250 Movies,116
2001: A Space Odyssey,1968,8.3,465433,tt0062622,Top 250 Movies,149
Singin' in the Rain,1952,8.3,166455,tt0045152,Top 250 Movies,103
Kimi no na wa,2016,8.3,40217,tt5311514,Top 250 Movies,106
The Sting,1973,8.3,190428,tt0070735,Top 250 Movies,129
Toy Story,1995,8.3,681275,tt0114709,Top 250 Movies,81
Bicycle Thieves,1948,8.3,104536,tt0040522,Top 250 Movies,89
The Kid,1921,8.3,76922,tt0012349,Top 250 Movies,68
Inglourious Basterds,2009,8.3,969927,tt0361748,Top 250 Movies,153
3 Idiots,2009,8.3,243386,tt1187043,Top 250 Movies,170
Snatch,2000,8.3,645077,tt0208092,Top 250 Movies,102
Monty Python and the Holy Grail,1975,8.3,409020,tt0071853,Top 250 Movies,91
L.A. Confidential,1997,8.3,442469,tt0119488,Top 250 Movies,138
For a Few Dollars More,1965,8.3,173348,tt0059578,Top 250 Movies,132
Jagten,2012,8.3,195528,tt2106476,Top 250 Movies,115
Good Will Hunting,1997,8.3,662489,tt0119217,Top 250 Movies,126
Scarface,1983,8.3,581536,tt0086250,Top 250 Movies,170
Babam ve Oglum,2005,8.3,47558,tt0476735,Top 250 Movies,108
The Apartment,1960,8.2,120194,tt0053604,Top 250 Movies,125
Rashômon,1950,8.2,112587,tt0042876,Top 250 Movies,88
A Separation,2011,8.2,167245,tt1832382,Top 250 Movies,123
Metropolis,1927,8.2,121998,tt0017136,Top 250 Movies,153
Indiana Jones and the Last Crusade,1989,8.2,557362,tt0097576,Top 250 Movies,127
All About Eve,1950,8.2,90639,tt0042192,Top 250 Movies,138
Yojimbo,1961,8.2,80859,tt0055630,Top 250 Movies,110
Batman Begins,2005,8.2,1058439,tt0372784,Top 250 Movies,140
Up,2009,8.2,730173,tt1049413,Top 250 Movies,96
Some Like It Hot,1959,8.2,189774,tt0053291,Top 250 Movies,121
The Treasure of the Sierra Madre,1948,8.2,85995,tt0040897,Top 250 Movies,126
Unforgiven,1992,8.2,299644,tt0105695,Top 250 Movies,131
Downfall,2004,8.2,267343,tt0363163,Top 250 Movies,156
Raging Bull,1980,8.2,252854,tt0081398,Top 250 Movies,129
Die Hard,1988,8.2,637158,tt0095016,Top 250 Movies,131
The Third Man,1949,8.2,123518,tt0041959,Top 250 Movies,93
Children of Heaven,1997,8.2,35959,tt0118849,Top 250 Movies,89
Heat,1995,8.2,462466,tt0113277,Top 250 Movies,170
The Great Escape,1963,8.2,178870,tt0057115,Top 250 Movies,172
Chinatown,1974,8.2,233309,tt0071315,Top 250 Movies,130
Ikiru,1952,8.2,46665,tt0044741,Top 250 Movies,143
Pan's Labyrinth,2006,8.2,503389,tt0457430,Top 250 Movies,118
My Neighbor Totoro,1988,8.2,194826,tt0096283,Top 250 Movies,86
Baby Driver,2017,8.2,42557,tt3890160,Top 250 Movies,113
Inside Out,2015,8.2,425314,tt2096673,Top 250 Movies,95
Ran,1985,8.2,84245,tt0089881,Top 250 Movies,162
The Gold Rush,1925,8.2,74499,tt0015864,Top 250 Movies,95
On the Waterfront,1954,8.2,109637,tt0047296,Top 250 Movies,108
The Secret in Their Eyes,2009,8.2,146336,tt1305806,Top 250 Movies,129
Room,2015,8.2,230411,tt3170832,Top 250 Movies,118
The Bridge on the River Kwai,1957,8.2,161772,tt0050212,Top 250 Movies,161
